,mood,mood_count,circumplex.arousal,circumplex.arousal_count,circumplex.valence,circumplex.valence_count,activity,activity_count,screen,screen_count,call,call_count,sms,sms_count,appCat.builtin,appCat.builtin_count,appCat.communication,appCat.communication_count,appCat.entertainment,appCat.entertainment_count,appCat.finance,appCat.finance_count,appCat.game,appCat.game_count,appCat.office,appCat.office_count,appCat.other,appCat.other_count,appCat.social,appCat.social_count,appCat.travel,appCat.travel_count,appCat.unknown,appCat.unknown_count,appCat.utilities,appCat.utilities_count,appCat.weather,appCat.weather_count
"('AS14.30', datetime.date(2014, 4, 5))",634.0,82,-47.0,82,80.0,82,38.82980951679164,241,238003.46900129318,1768,101.0,101,16.0,16,23209.102000000035,2189,100576.14900000006,1598,60549.66100000003,319,747.515,43,478.826,1,1114.2490000000003,14,9607.720999999996,194,34782.41099999999,344,440.17300000000006,14,1909.4529999999995,46,1173.396,181,389.101,5
"('AS14.30', datetime.date(2014, 4, 6))",674.0,87,-53.0,87,85.0,87,39.831229363526,252,248322.53100180626,1814,101.0,101,16.0,16,24367.848000000027,2253,102489.15300000008,1633,64251.270000000026,332,747.515,43,2412.805,6,1114.2490000000003,14,9857.292999999996,204,35869.82699999999,354,440.17300000000006,14,1913.8229999999994,47,1175.4089999999999,182,486.60600000000005,8
"('AS14.30', datetime.date(2014, 4, 7))",712.0,92,-53.0,92,90.0,92,41.66051168412411,267,264633.79300284386,1924,101.0,101,16.0,16,26397.464000000025,2342,111617.73800000013,1734,67008.61600000002,345,747.515,43,3196.461,9,1114.2490000000003,14,10257.920999999997,220,36851.022999999994,366,603.931,17,1913.8229999999994,47,1207.5850000000003,188,561.4920000000001,11
"('AS14.30', datetime.date(2014, 4, 8))",751.0,97,-56.0,97,95.0,97,44.20487241755413,283,280742.19100141525,2041,101.0,101,16.0,16,30130.093000000033,2449,118732.87700000018,1822,70169.12300000002,357,781.733,47,4668.627,13,1114.2490000000003,14,11035.012999999997,246,38216.52399999998,382,606.942,18,1915.8389999999995,48,1382.883,199,561.4920000000001,11
"('AS14.30', datetime.date(2014, 4, 9))",782.0,101,-58.0,101,99.0,101,46.94077866279267,300,298976.9690001011,2142,104.0,104,21.0,21,32374.306000000048,2579,124625.05000000016,1921,74348.00600000001,368,781.733,47,7213.842000000001,19,1118.2600000000002,15,12087.974999999999,260,39746.965999999986,396,606.942,18,1934.1149999999996,49,1412.0459999999998,206,561.4920000000001,11
"('AS14.30', datetime.date(2014, 4, 10))",823.0,106,-63.0,106,104.0,106,49.077630537291604,316,310378.8040010929,2233,104.0,104,23.0,23,33102.47700000006,2696,128310.3980000002,2006,78290.70700000001,384,801.799,50,8266.777,23,1118.2600000000002,15,12494.312999999998,272,41161.57099999999,411,684.693,20,1934.1149999999996,49,1480.3780000000002,214,561.4920000000001,11
"('AS14.30', datetime.date(2014, 4, 11))",846.0,109,-65.0,109,106.0,109,51.57254737697321,333,329760.7180006504,2356,108.0,108,23.0,23,35248.52600000008,2873,138300.04800000027,2121,81272.73600000002,407,832.7099999999999,55,10836.106000000002,33,1118.2600000000002,15,12874.648,286,43008.37599999999,441,684.693,20,1934.1149999999996,49,1571.593,231,569.5240000000001,12
"('AS14.30', datetime.date(2014, 4, 12))",885.0,114,-70.0,114,112.0,114,52.185888825874095,343,341539.9150016308,2401,108.0,108,23.0,23,36342.05500000011,2937,141527.43500000023,2147,84158.72900000004,418,832.7099999999999,55,13568.515000000001,37,1118.2600000000002,15,13025.954,297,44795.91199999998,454,684.693,20,1934.1149999999996,49,1579.6380000000001,234,569.5240000000001,12
"('AS14.30', datetime.date(2014, 4, 13))",921.0,119,-78.0,119,117.0,119,53.44801432097382,359,351654.22700095177,2459,109.0,109,23.0,23,37250.55700000012,3029,143409.7750000003,2190,87831.51000000005,443,856.8169999999999,57,15502.088000000002,43,1165.5420000000001,16,13242.404999999999,308,46342.850999999995,466,684.693,20,1934.1149999999996,49,1624.0460000000003,240,569.5240000000001,12
"('AS14.30', datetime.date(2014, 4, 14))",952.0,123,-79.0,123,121.0,123,56.01031946751047,374,363803.56200122833,2557,109.0,109,23.0,23,38425.06600000009,3160,149300.35900000023,2300,90427.14500000005,462,856.8169999999999,57,16178.233000000002,47,1165.5420000000001,16,13410.728,317,47948.904,485,684.693,20,1934.1149999999996,49,1679.8460000000005,254,569.5240000000001,12
"('AS14.30', datetime.date(2014, 4, 15))",990.0,128,-86.0,128,126.0,128,58.08988385225174,391,379274.98200035095,2670,113.0,113,23.0,23,40136.3200000001,3280,156680.42000000022,2390,93545.57400000002,486,934.2549999999998,60,16391.214,49,1274.2630000000001,17,17138.444000000003,339,49626.244999999995,505,736.006,21,1934.1149999999996,49,1738.9650000000004,265,569.5240000000001,12
"('AS14.30', datetime.date(2014, 4, 16))",1032.0,133,-88.0,133,133.0,133,60.392128751449384,403,392690.6329996586,2774,115.0,115,23.0,23,41613.52200000009,3381,162787.93800000023,2485,96911.332,499,947.1669999999998,63,17651.089999999993,58,1274.2630000000001,17,17251.653000000006,347,50748.65699999999,521,736.006,21,2380.7500000000005,61,1766.1280000000006,271,569.5240000000001,12
"('AS14.30', datetime.date(2014, 4, 17))",1070.0,138,-92.0,138,138.0,138,63.13343269606617,420,412238.42300081253,2871,115.0,115,23.0,23,43432.81100000009,3509,168274.92100000015,2577,104888.006,524,1042.7249999999997,72,19279.43499999999,62,1274.2630000000001,17,17848.42000000001,361,52546.72399999998,542,736.006,21,2500.8130000000006,62,1811.6670000000008,280,569.5240000000001,12
"('AS14.30', datetime.date(2014, 4, 18))",1107.0,143,-98.0,143,143.0,143,63.6692987911082,433,429900.87300109863,2933,115.0,115,23.0,23,44316.08300000008,3583,172959.10900000005,2631,111212.88099999998,537,1083.2149999999995,75,19820.050999999992,63,1274.2630000000001,17,19439.745000000003,372,55477.51699999997,573,736.006,21,2564.1000000000004,63,1825.7190000000007,283,569.5240000000001,12
"('AS14.30', datetime.date(2014, 4, 19))",1146.0,148,-104.0,148,148.0,148,64.96739375659445,446,441191.5740008354,2976,116.0,116,23.0,23,45205.97000000007,3673,174763.46500000008,2664,115387.07299999997,553,1094.2569999999996,77,21109.713999999993,66,1274.2630000000001,17,19547.362,377,57835.02799999998,594,736.006,21,2743.8370000000004,70,1869.8970000000006,288,572.5320000000002,13
"('AS14.30', datetime.date(2014, 4, 20))",1177.0,152,-109.0,152,152.0,152,66.05878303273357,456,455145.90600037575,3025,116.0,116,23.0,23,46050.182000000044,3750,179729.88900000008,2712,118720.85299999997,570,1094.2569999999996,77,22927.91599999999,72,1274.2630000000001,17,19840.088000000003,383,59130.918999999965,612,736.006,21,2743.8370000000004,70,1983.3340000000007,299,572.5320000000002,13
"('AS14.30', datetime.date(2014, 4, 21))",1216.0,157,-117.0,157,157.0,157,67.6146595546344,470,469297.7000012398,3078,116.0,116,23.0,23,46822.53200000002,3852,188426.70599999998,2767,121580.27699999999,587,1106.3869999999995,79,22931.93699999999,73,1274.2630000000001,17,19911.636000000006,388,61428.401999999965,643,736.006,21,4143.154,72,2035.587000000001,304,572.5320000000002,13
"('AS14.30', datetime.date(2014, 4, 22))",1256.0,162,-121.0,162,163.0,162,69.99280727521536,486,480114.8380010128,3137,118.0,118,26.0,26,48043.67300000001,3939,192996.527,2817,123332.49299999997,597,1136.5089999999996,83,22931.93699999999,73,1274.2630000000001,17,20237.318000000003,396,62776.250999999975,654,736.006,21,4647.599,73,2131.9710000000014,316,572.5320000000002,13
"('AS14.30', datetime.date(2014, 4, 23))",1294.0,167,-128.0,167,168.0,167,71.1163135087216,498,490432.21700143814,3244,118.0,118,26.0,26,48746.469000000005,4032,197895.87100000004,2907,126017.15499999998,605,1253.8039999999996,91,23026.53599999999,74,1274.2630000000001,17,20370.360000000004,407,64777.64499999999,671,736.006,21,4647.599,73,2169.1910000000016,321,572.5320000000002,13
"('AS14.30', datetime.date(2014, 4, 24))",1335.0,172,-134.0,172,174.0,172,72.860882699676,511,501534.3650035858,3356,118.0,118,26.0,26,49315.94300000003,4107,203835.86400000006,3013,127569.49499999997,614,1308.9679999999996,98,23035.65999999999,75,1274.2630000000001,17,20443.012000000006,414,67468.54599999997,685,736.006,21,4647.599,73,2178.2810000000018,323,572.5320000000002,13
"('AS14.30', datetime.date(2014, 4, 25))",1365.0,176,-138.0,176,178.0,176,75.11910462021777,527,515667.90700507164,3465,118.0,118,26.0,26,51474.190000000046,4233,207632.84400000016,3097,133502.85099999997,632,1308.9679999999996,98,23261.778999999988,76,1274.2630000000001,17,20861.107000000004,428,68770.01399999995,707,866.67,23,4738.244,76,2255.681000000002,333,572.5320000000002,13
"('AS14.30', datetime.date(2014, 4, 26))",1404.0,181,-144.0,181,183.0,181,79.60545382656699,540,528352.2060058117,3525,120.0,120,26.0,26,69610.83400000005,4309,211621.97200000018,3152,137591.799,644,1308.9679999999996,98,23261.778999999988,76,1285.296,18,21232.023,436,70288.17599999998,725,866.67,23,5135.861999999999,83,2255.681000000002,333,579.5580000000001,14
"('AS14.30', datetime.date(2014, 4, 27))",1443.0,186,-149.0,186,188.0,186,80.86626569121896,550,540562.2250058651,3559,121.0,121,26.0,26,70951.68000000004,4353,213383.18700000015,3182,143396.399,651,1308.9679999999996,98,23261.778999999988,76,1285.296,18,21488.365,444,71244.68100000001,735,866.67,23,5135.861999999999,83,2274.7890000000016,335,602.5910000000001,15
"('AS14.30', datetime.date(2014, 4, 28))",1483.0,191,-154.0,191,193.0,191,83.71772926653182,564,553678.5930047035,3637,123.0,123,28.0,28,74696.57800000001,4464,216202.36600000018,3243,147729.459,677,1515.9789999999996,106,24330.969999999987,79,1290.48,19,21700.054,451,73483.49500000001,753,944.0659999999999,24,5142.944999999999,85,2320.084000000002,341,602.5910000000001,15
"('AS14.30', datetime.date(2014, 4, 29))",1523.0,196,-159.0,196,198.0,196,86.28267738093986,579,568377.2610037327,3678,123.0,123,29.0,29,76839.22,4557,223113.3120000003,3315,150254.58100000003,692,1558.225,110,24975.079999999987,80,1290.48,19,22084.104,460,74710.51800000001,769,1073.745,26,5507.8279999999995,90,2408.5710000000026,354,602.5910000000001,15
"('AS14.30', datetime.date(2014, 4, 30))",1562.0,201,-165.0,201,203.0,201,89.0210972255668,596,581487.7290046215,3801,128.0,128,29.0,29,81786.75899999998,4689,228179.06700000024,3414,153008.843,706,1558.225,110,24975.079999999987,80,1295.501,20,22339.031,468,76532.384,795,1216.4009999999998,28,5759.815,100,2511.1850000000018,365,602.5910000000001,15
"('AS14.30', datetime.date(2014, 5, 1))",1603.0,206,-170.0,206,208.0,206,91.95689525730641,614,598039.7420055866,3939,132.0,132,29.0,29,84200.90000000007,4830,234313.26600000027,3535,156028.979,725,1558.225,110,25572.516999999985,82,1295.501,20,23439.912999999997,491,78099.90100000003,813,1456.056,36,5869.315,103,2558.775000000002,372,602.5910000000001,15
"('AS14.30', datetime.date(2014, 5, 2))",1643.0,211,-175.0,211,213.0,211,94.40267600894727,632,615317.3490047455,4054,134.0,134,29.0,29,85505.89200000002,4979,240850.9790000003,3632,163114.804,753,1690.226,119,25750.634999999984,83,1295.501,20,23510.193999999996,498,79837.86500000003,843,1627.929,41,5880.357,104,2682.773000000002,384,602.5910000000001,15
"('AS14.30', datetime.date(2014, 5, 3))",1682.0,216,-181.0,216,218.0,216,96.5863559749914,644,620809.367004633,4103,137.0,137,29.0,29,85909.78299999997,5040,241954.53000000035,3660,165881.02000000005,768,1690.226,119,25776.823999999982,84,1295.501,20,23595.955999999995,507,80983.75900000003,850,1627.929,41,5880.357,104,2691.8060000000023,386,602.5910000000001,15
"('AS14.30', datetime.date(2014, 5, 4))",1721.0,221,-188.0,221,223.0,221,97.84468930832473,650,625504.2950050831,4130,137.0,137,29.0,29,86587.89899999998,5073,242575.87800000032,3672,167939.56900000008,775,1690.226,119,25776.823999999982,84,1295.501,20,23927.33199999999,516,81989.01000000002,856,1627.929,41,5880.357,104,2691.8060000000023,386,602.5910000000001,15
"('AS14.30', datetime.date(2014, 5, 5))",1745.0,224,-191.0,224,226.0,224,97.84468930832473,650,625504.2950050831,4130,137.0,137,29.0,29,86587.89899999998,5073,242575.87800000032,3672,167939.56900000008,775,1690.226,119,25776.823999999982,84,1295.501,20,23927.33199999999,516,81989.01000000002,856,1627.929,41,5880.357,104,2691.8060000000023,386,602.5910000000001,15
"('AS14.30', datetime.date(2014, 2, 17))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.30', datetime.date(2014, 2, 18))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3.0,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.30', datetime.date(2014, 2, 20))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.0,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.30', datetime.date(2014, 2, 21))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9.0,9,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.30', datetime.date(2014, 2, 22))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,22.0,22,6.0,6,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.30', datetime.date(2014, 2, 24))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,23.0,23,7.0,7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.30', datetime.date(2014, 2, 25))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,24.0,24,7.0,7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.30', datetime.date(2014, 2, 26))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,26.0,26,7.0,7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.30', datetime.date(2014, 2, 27))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,27.0,27,7.0,7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.30', datetime.date(2014, 2, 28))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,28.0,28,7.0,7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.30', datetime.date(2014, 3, 2))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,31.0,31,7.0,7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.30', datetime.date(2014, 3, 3))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,32.0,32,7.0,7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.30', datetime.date(2014, 3, 4))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,33.0,33,7.0,7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.30', datetime.date(2014, 3, 6))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,35.0,35,7.0,7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.30', datetime.date(2014, 3, 7))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,36.0,36,7.0,7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.30', datetime.date(2014, 3, 10))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,38.0,38,7.0,7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.30', datetime.date(2014, 3, 11))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,43.0,43,7.0,7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.30', datetime.date(2014, 3, 12))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,45.0,45,12.0,12,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.30', datetime.date(2014, 3, 14))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,46.0,46,12.0,12,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.30', datetime.date(2014, 3, 17))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,47.0,47,12.0,12,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.30', datetime.date(2014, 3, 18))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,52.0,52,12.0,12,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.30', datetime.date(2014, 3, 19))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,55.0,55,12.0,12,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.30', datetime.date(2014, 2, 23))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,22.0,22,7.0,7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.31', datetime.date(2014, 4, 2))",20.0,3,0.0,3,2.0,3,5.962149934159258,26,15817.494998931885,78,87.0,87,50.0,50,2097.9530000000004,134,2636.527,56,166.21999999999997,12,58.169,4,0.0,0,0.0,0,201.523,13,337.92900000000003,18,0.0,0,0.0,0,166.13,7,0.0,0
"('AS14.31', datetime.date(2014, 4, 3))",53.0,8,3.0,8,7.0,8,10.550688036268786,49,29191.2879986763,117,90.0,90,50.0,50,2602.683000000002,191,3522.8270000000007,88,292.76699999999994,23,77.243,5,0.0,0,0.0,0,363.323,17,414.202,23,0.0,0,0.0,0,226.36,12,0.0,0
"('AS14.31', datetime.date(2014, 4, 4))",87.0,13,5.0,13,9.0,13,13.761985247511651,73,31751.345999002453,141,92.0,92,50.0,50,3198.098000000002,223,3656.706,96,469.57699999999994,42,77.243,5,0.0,0,0.0,0,372.37399999999997,18,628.025,26,0.0,0,0.0,0,434.80899999999997,17,0.0,0
"('AS14.31', datetime.date(2014, 4, 5))",124.0,18,9.0,18,12.0,18,19.598841857053422,97,37526.57599925994,163,97.0,97,50.0,50,4672.807000000002,309,4368.863,113,681.2549999999999,57,79.277,6,0.0,0,331.018,6,508.157,27,628.025,26,51.254000000000005,6,0.0,0,559.329,22,0.0,0
"('AS14.31', datetime.date(2014, 4, 6))",157.0,23,9.0,23,13.0,23,23.115582141036292,118,45174.05599880218,189,98.0,98,51.0,51,6597.2240000000065,394,5211.390000000002,137,827.0139999999998,66,133.322,8,0.0,0,331.018,6,554.54,30,645.066,27,51.254000000000005,6,0.0,0,599.582,25,0.0,0
"('AS14.31', datetime.date(2014, 4, 7))",190.0,28,10.0,28,14.0,28,26.642872482148086,142,50712.47999930381,219,99.0,99,53.0,53,7477.408000000006,438,6045.583000000003,159,871.2029999999997,69,169.47899999999998,9,0.0,0,331.018,6,565.5749999999999,31,705.296,29,51.254000000000005,6,0.0,0,599.582,25,0.0,0
"('AS14.31', datetime.date(2014, 4, 8))",225.0,33,13.0,33,17.0,33,29.79099668338236,164,53945.186998128884,300,100.0,100,53.0,53,8896.904000000006,531,6982.5530000000035,195,1158.4189999999994,90,233.831,10,0.0,0,355.486,8,819.1360000000001,50,1014.1220000000001,40,51.254000000000005,6,0.0,0,717.452,28,0.0,0
"('AS14.31', datetime.date(2014, 4, 9))",260.0,38,14.0,38,20.0,38,34.843185380700376,187,57944.93999743461,407,101.0,101,53.0,53,10119.225000000015,662,9317.935000000005,268,1396.0809999999992,109,260.926,11,0.0,0,367.792,10,890.2600000000002,57,1243.8230000000003,50,51.254000000000005,6,0.0,0,780.781,30,0.0,0
"('AS14.31', datetime.date(2014, 4, 10))",296.0,43,16.0,43,23.0,43,39.47391353899971,210,71322.09099602698,517,103.0,103,56.0,56,12344.101000000017,783,13885.662999999999,352,1555.1249999999993,124,260.926,11,0.0,0,439.32599999999996,14,952.7000000000002,62,1548.6060000000002,62,51.254000000000005,6,0.0,0,1179.3139999999999,37,0.0,0
"('AS14.31', datetime.date(2014, 4, 11))",335.0,48,19.0,48,29.0,48,46.01263534056899,234,85074.47799491881,699,113.0,113,58.0,58,18818.409000000036,1046,19358.141999999993,481,1716.6399999999996,138,419.462,14,0.0,0,630.719,20,1040.2570000000003,72,1870.0320000000002,74,51.254000000000005,6,0.0,0,2125.489,43,0.0,0
"('AS14.31', datetime.date(2014, 4, 12))",370.0,53,22.0,53,33.0,53,50.654047718513624,255,93277.556994915,728,118.0,118,58.0,58,19512.731000000047,1107,20870.742999999995,517,1716.6399999999996,138,451.717,15,0.0,0,652.7880000000001,22,1049.2880000000002,73,1891.1290000000001,75,51.254000000000005,6,0.0,0,2125.489,43,0.0,0
"('AS14.31', datetime.date(2014, 4, 13))",404.0,58,19.0,58,38.0,58,58.51871334704919,276,101555.32999515532,779,123.0,123,59.0,59,21089.818000000043,1188,21254.888999999992,531,2183.6749999999993,173,451.717,15,0.0,0,667.1040000000002,24,1112.4610000000002,78,1921.2800000000002,77,51.254000000000005,6,0.0,0,2330.452,46,0.0,0
"('AS14.31', datetime.date(2014, 4, 14))",435.0,63,15.0,63,38.0,63,61.20358366829886,298,108706.28499436377,846,123.0,123,61.0,61,22724.39400000005,1277,22966.901,583,2378.5529999999985,181,457.73499999999996,16,0.0,0,678.4320000000001,26,1316.6509999999998,90,2421.982,89,51.254000000000005,6,0.0,0,2351.0860000000002,47,0.0,0
"('AS14.31', datetime.date(2014, 4, 15))",463.0,67,15.0,67,41.0,67,65.10849212633485,322,111020.36999368666,884,124.0,124,61.0,61,23321.518000000047,1318,24110.255,621,2408.5079999999984,187,507.05699999999996,17,0.0,0,678.4320000000001,26,1332.7139999999997,92,2421.982,89,51.254000000000005,6,0.0,0,2508.357,52,0.0,0
"('AS14.31', datetime.date(2014, 4, 16))",490.0,71,15.0,71,43.0,71,68.71706091728792,345,115680.30199360846,973,127.0,127,61.0,61,25094.110000000044,1435,26286.555,687,2506.820999999999,197,663.8960000000001,22,0.0,0,761.9290000000002,32,1541.0759999999996,110,2466.187,94,51.254000000000005,6,0.0,0,2651.829,56,0.0,0
"('AS14.31', datetime.date(2014, 4, 17))",525.0,76,18.0,76,48.0,76,72.93605241162744,369,119267.28799271582,1121,128.0,128,61.0,61,26011.72100000006,1562,28312.84099999999,784,2784.7419999999993,216,733.1150000000001,24,0.0,0,778.9850000000002,34,1612.6129999999994,120,2543.298,101,51.254000000000005,6,0.0,0,2780.909,61,0.0,0
"('AS14.31', datetime.date(2014, 4, 18))",559.0,81,19.0,81,52.0,81,74.94994130051636,393,129871.29399204253,1202,132.0,132,61.0,61,45584.44800000005,1630,31635.93299999999,840,4753.7609999999995,252,733.1150000000001,24,0.0,0,778.9850000000002,34,1752.569999999999,132,2768.464,114,51.254000000000005,6,0.0,0,2788.9500000000003,63,0.0,0
"('AS14.31', datetime.date(2014, 4, 19))",598.0,86,23.0,86,58.0,86,85.59102736281591,416,132221.43799257278,1308,136.0,136,61.0,61,46620.98899999998,1746,33073.34399999998,911,4778.089,254,733.1150000000001,24,0.0,0,778.9850000000002,34,1798.195999999999,135,2776.4919999999997,115,51.254000000000005,6,0.0,0,2868.1690000000003,66,0.0,0
"('AS14.31', datetime.date(2014, 4, 20))",638.0,91,29.0,91,66.0,91,95.25453376006978,440,137900.17999315262,1470,136.0,136,61.0,61,48631.915999999976,1926,36024.521999999975,1037,4895.9619999999995,255,733.1150000000001,24,0.0,0,869.4940000000001,42,1852.6189999999988,140,2922.537,122,194.21400000000003,12,0.0,0,3117.1290000000004,75,0.0,0
"('AS14.31', datetime.date(2014, 4, 21))",670.0,96,30.0,96,68.0,96,98.2051492144341,464,146869.42499375343,1563,137.0,137,63.0,63,53234.184,2088,38661.12699999998,1086,5707.591999999998,281,807.4320000000001,25,0.0,0,1135.2220000000002,49,2185.9679999999994,157,3109.7079999999996,129,194.21400000000003,12,0.0,0,3232.2480000000005,85,0.0,0
"('AS14.31', datetime.date(2014, 4, 22))",698.0,100,30.0,100,72.0,100,101.49553682185454,487,156508.22199320793,1661,137.0,137,67.0,67,54419.413,2201,41011.36599999997,1134,5987.064999999996,309,807.4320000000001,25,0.0,0,1143.3300000000002,50,2523.9649999999992,172,3445.253999999999,142,194.21400000000003,12,0.0,0,4435.135,93,0.0,0
"('AS14.31', datetime.date(2014, 4, 23))",733.0,105,34.0,105,77.0,105,104.88720348852122,511,163079.78099393845,1814,138.0,138,67.0,67,56667.397000000026,2371,44148.86799999998,1230,6041.914999999996,317,1053.8220000000001,33,0.0,0,1603.0350000000003,69,2589.8439999999996,182,3482.347999999999,144,194.21400000000003,12,0.0,0,5490.835000000001,99,0.0,0
"('AS14.31', datetime.date(2014, 4, 24))",759.0,109,35.0,109,80.0,109,108.28720348852123,535,168780.2939941883,1916,139.0,139,67.0,67,58110.04200000003,2473,47353.32199999997,1297,6201.670999999996,334,1085.9240000000002,34,0.0,0,1607.0430000000003,70,2633.149,186,3502.404999999999,146,384.912,17,0.0,0,6050.849,104,0.0,0
"('AS14.31', datetime.date(2014, 4, 25))",794.0,114,40.0,114,85.0,114,113.75951531647823,559,176777.18899440765,2107,150.0,150,67.0,67,62783.48300000008,2710,50595.07799999995,1396,6829.117999999997,370,1085.9240000000002,34,0.0,0,1607.0430000000003,70,2838.8050000000003,194,3570.6559999999986,150,587.514,19,0.0,0,6263.954,110,0.0,0
"('AS14.31', datetime.date(2014, 4, 26))",815.0,117,41.0,117,88.0,117,125.29503883623099,583,186171.98099589348,2317,166.0,166,69.0,69,67047.096,3087,54221.29399999995,1527,6885.692999999997,372,1171.2570000000003,35,0.0,0,1611.0600000000002,72,2984.5070000000005,200,3675.6979999999985,160,770.64,27,5.064,1,6344.186,117,0.0,0
